question_id,source,company,section,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_answer
6725,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the total number of Fiction books sold over the two years?,420 books,Cannot be determined,None of these,All of these,A
6726,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,Which genre sold the most books in 2023?,All of these,Cannot be determined,Fiction,None of these,C
6727,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the average number of Mystery books sold over the two years?,110 books,All of these,Cannot be determined,None of these,A
6728,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,By how many books did Sci-Fi sales increase from 2022 to 2023?,10 books,All of these,None of these,Cannot be determined,A
6729,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the total number of books sold in 2022?,Cannot be determined,None of these,500 books,All of these,C
6730,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,Which genre sold the fewest books in 2022?,Sci-Fi,Cannot be determined,None of these,All of these,A
6731,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the percentage increase in Fiction sales from 2022 to 2023?,Cannot be determined,None of these,All of these,10%,D
6732,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the ratio of Non-Fiction sales in 2022 to 2023?,None of these,Cannot be determined,15 : 16,All of these,C
6733,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the total number of Mystery and Sci-Fi books sold in 2023?,Cannot be determined,None of these,All of these,180 books,D
6734,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,Which year had more total book sales?,"2023 ## Pie Chart-Based Questions (41–60) **Pie Chart 1: Budget Allocation of a Company (Total: $100,000)** - Salaries: 40% - Rent: 20% - Supplies: 15% - Marketing: 15% - Miscellaneous: 10%",None of these,Cannot be determined,All of these,A
6735,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,How much is allocated to Salaries?,None of these,Cannot be determined,All of these,"$40,000",D
6736,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the amount allocated to Rent?,All of these,None of these,Cannot be determined,"$20,000",D
6737,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the total allocation for Supplies and Marketing?,Cannot be determined,All of these,"$30,000",None of these,C
6738,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,How much more is allocated to Salaries than to Miscellaneous?,All of these,"$30,000",Cannot be determined,None of these,B
6739,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What percentage of the budget is allocated to Rent and Supplies combined?,All of these,35%,Cannot be determined,None of these,B
6740,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,Which category has the smallest allocation?,Cannot be determined,Miscellaneous,None of these,All of these,B
6741,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the ratio of Salaries to Marketing allocation?,None of these,8 : 3,All of these,Cannot be determined,B
6742,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,How much is allocated to Miscellaneous?,"$10,000",None of these,Cannot be determined,All of these,A
6743,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the difference between Rent and Marketing allocations?,All of these,"$5,000",Cannot be determined,None of these,B
6744,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the total percentage allocated to Salaries and Rent?,60% **Pie Chart 2: Distribution of 500 Students by Department** - CS: 30% - EE: 25% - ME: 20% - CE: 15% - CH: 10%,None of these,Cannot be determined,All of these,A
6745,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,How many students are in the CS department?,All of these,Cannot be determined,150 students,None of these,C
6746,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,How many students are in the EE department?,None of these,All of these,125 students,Cannot be determined,C
6747,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the total number of students in ME and CE?,None of these,All of these,Cannot be determined,175 students,D
6748,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,How many more students are in CS than in CH?,None of these,100 students,All of these,Cannot be determined,B
6749,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What percentage of students are in EE and ME combined?,None of these,Cannot be determined,45%,All of these,C
6750,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,Which department has the fewest students?,CH,All of these,Cannot be determined,None of these,A
6751,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the ratio of CS to CE students?,Cannot be determined,All of these,2 : 1,None of these,C
6752,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,How many students are in the CH department?,50 students,Cannot be determined,None of these,All of these,A
6753,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the difference between EE and ME student counts?,25 students,Cannot be determined,All of these,None of these,A
6754,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the total percentage of CS and EE students?,None of these,All of these,Cannot be determined,55% ## Line Graph-Based Questions (61–80) **Line Graph 1: Monthly Temperature (°C) in a City (Jan–Jun)** - Jan: 10 - Feb: 12 - Mar: 15 - Apr: 18 - May: 22 - Jun: 25,D
6755,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the temperature in March?,15°C,All of these,Cannot be determined,None of these,A
6756,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the highest temperature recorded?,All of these,None of these,Cannot be determined,25°C,D
6757,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the average temperature over the six months?,Cannot be determined,None of these,All of these,17°C,D
6758,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,By how much did the temperature increase from Feb to Mar?,None of these,3°C,All of these,Cannot be determined,B
6759,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the total temperature for Jan and Feb?,Cannot be determined,22°C,All of these,None of these,B
6760,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,Which month had the lowest temperature?,Cannot be determined,None of these,January,All of these,C
6761,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the percentage increase in temperature from Jan to Feb?,All of these,Cannot be determined,None of these,20%,D
6762,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the ratio of temperature in Mar to Apr?,None of these,5 : 6,Cannot be determined,All of these,B
6763,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the temperature difference between May and Jun?,3°C,None of these,Cannot be determined,All of these,A
6764,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,Which month had a temperature of 18°C?,All of these,"April **Line Graph 2: Monthly Website Visitors (in thousands, Jan–Jun)** - Jan: 20 - Feb: 25 - Mar: 30 - Apr: 35 - May: 40 - Jun: 45",None of these,Cannot be determined,B
6765,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,How many visitors were there in April?,Cannot be determined,All of these,"35,000 visitors",None of these,C
6766,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the highest number of visitors recorded?,"45,000 visitors",Cannot be determined,All of these,None of these,A
6767,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the average number of visitors over the six months?,All of these,Cannot be determined,"32,500 visitors",None of these,C
6768,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,By how many visitors did the count increase from Mar to Apr?,None of these,All of these,Cannot be determined,"5,000 visitors",D
6769,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the total number of visitors in Jan and Feb?,None of these,Cannot be determined,All of these,"45,000 visitors",D
6770,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,Which month had the fewest visitors?,Cannot be determined,All of these,January,None of these,C
6771,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the percentage increase in visitors from Feb to Mar?,Cannot be determined,All of these,None of these,20%,D
6772,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the ratio of visitors in May to Jun?,8 : 9,None of these,Cannot be determined,All of these,A
6773,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the difference in visitors between Apr and May?,Cannot be determined,All of these,None of these,"5,000 visitors",D
6774,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,"Which month had 30,000 visitors?",Cannot be determined,March ## Caselet-Based Questions (81–100) **Caselet 1: A Shop Sells Three Types of Fruits** - Apples: 100 kg sold at $2/kg - Bananas: 150 kg sold at $1/kg - Oranges: 200 kg sold at $1.5/kg,All of these,None of these,B
6775,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the total revenue from Apples?,All of these,$200,None of these,Cannot be determined,B
6776,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the total revenue from Bananas?,None of these,All of these,Cannot be determined,$150,D
6777,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the total revenue from Oranges?,Cannot be determined,All of these,None of these,$300,D
6778,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the total revenue from all fruits?,All of these,Cannot be determined,None of these,$650,D
6779,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,Which fruit generated the highest revenue?,Cannot be determined,All of these,None of these,Oranges,D
6780,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the average price per kg of the fruits sold?,All of these,Cannot be determined,None of these,$1.44/kg,D
6781,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the ratio of Apples sold to Bananas sold (in kg)?,Cannot be determined,All of these,2 : 3,None of these,C
6782,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,How much more revenue did Oranges generate than Bananas?,$150,Cannot be determined,All of these,None of these,A
6783,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What percentage of total revenue came from Apples?,Cannot be determined,30.77%,All of these,None of these,B
6784,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the total weight of fruits sold?,None of these,All of these,Cannot be determined,"450 kg **Caselet 2: A School’s Sports Day Points** - Team A: 50 points (Athletics), 30 points (Swimming), 20 points (Others) - Team B: 40 points (Athletics), 20 points (Swimming), 30 points (Others) - Team C: 30 points (Athletics), 40 points (Swimming), 10 points (Others)",D
6785,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is Team A’s total points?,All of these,Cannot be determined,100 points,None of these,C
6786,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,Which team scored the most points in Swimming?,All of these,None of these,Team C,Cannot be determined,C
6787,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the average points scored by Team B?,None of these,30 points,All of these,Cannot be determined,B
6788,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,By how many points did Team A outscore Team C in Athletics?,20 points,Cannot be determined,None of these,All of these,A
6789,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the total points scored in Others across all teams?,None of these,Cannot be determined,60 points,All of these,C
6790,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,Which team scored the fewest points overall?,Cannot be determined,Team C,None of these,All of these,B
6791,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the percentage of Team A’s points from Athletics?,Cannot be determined,None of these,50%,All of these,C
6792,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the ratio of Team B’s Swimming to Others points?,Cannot be determined,All of these,None of these,2 : 3,D
6793,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,What is the total points scored by Teams A and B in Swimming?,All of these,None of these,50 points,Cannot be determined,C
6794,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Easy,Which team won the sports day (highest total points)?,Cannot be determined,Team A,All of these,None of these,B
6795,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the total annual revenue of Store W in 2023?,"$1,100,000",Cannot be determined,None of these,All of these,A
6796,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,Which store had the highest revenue in Q3?,None of these,Store W,All of these,Cannot be determined,B
6797,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the average quarterly revenue of Store X?,None of these,"$225,000",All of these,Cannot be determined,B
6798,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the percentage growth in Store Y’s revenue from Q1 to Q4?,Cannot be determined,20%,None of these,All of these,B
6799,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the total revenue of all stores in Q2?,Cannot be determined,None of these,"$850,000",All of these,C
6800,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the ratio of Store Z’s revenue in Q1 to Q4?,All of these,None of these,Cannot be determined,22 : 25,D
6801,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,By how much did Store W’s revenue exceed Store X’s in Q4?,Cannot be determined,All of these,None of these,"$80,000",D
6802,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,Which store showed the highest percentage growth from Q1 to Q2?,All of these,Store W,Cannot be determined,None of these,B
6803,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the combined revenue of Stores W and Y in Q3?,Cannot be determined,"$470,000",All of these,None of these,B
6804,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,Which quarter had the lowest total revenue across all stores?,None of these,Q1 **Table 2: Employees in Three Departments Across Two Branches** | Department | Branch A (2022) | Branch A (2023) | Branch B (2022) | Branch B (2023) | |------------|-----------------|-----------------|-----------------|-----------------| | HR | 20 | 25 | 15 | 18 | | IT | 50 | 60 | 40 | 45 | | Sales | 30 | 35 | 25 | 30 |,Cannot be determined,All of these,B
6805,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the total number of employees in Branch A in 2023?,120 employees,All of these,Cannot be determined,None of these,A
6806,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,Which department in Branch B had the highest growth from 2022 to 2023?,All of these,None of these,HR or Sales,Cannot be determined,C
6807,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the average number of IT employees across both branches in 2022?,None of these,Cannot be determined,All of these,45 employees,D
6808,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the percentage increase in Sales employees in Branch A from 2022 to 2023?,16.67%,Cannot be determined,None of these,All of these,A
6809,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the total number of employees in HR across both branches in 2023?,43 employees,Cannot be determined,All of these,None of these,A
6810,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the ratio of IT employees in Branch A to Branch B in 2023?,4 : 3,Cannot be determined,None of these,All of these,A
6811,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,By how many employees did Branch A’s total workforce grow from 2022 to 2023?,Cannot be determined,All of these,None of these,20 employees,D
6812,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,Which branch had more employees in 2022?,None of these,Branch A,All of these,Cannot be determined,B
6813,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the combined number of Sales employees in both branches in 2022?,All of these,55 employees,None of these,Cannot be determined,B
6814,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the percentage of HR employees in Branch A (2023) relative to its total workforce?,"20.83% ## Bar Graph-Based Questions (21–40) **Bar Graph 1: Annual Production (in tons) of Three Crops (2020–2022)** - 2020: Rice (500), Wheat (400), Corn (300) - 2021: Rice (550), Wheat (420), Corn (320) - 2022: Rice (600), Wheat (450), Corn (350)",Cannot be determined,All of these,None of these,A
6815,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the total production of Rice over the three years?,Cannot be determined,1650 tons,None of these,All of these,B
6816,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,Which crop had the highest production in 2021?,None of these,All of these,Rice,Cannot be determined,C
6817,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the average annual production of Wheat?,None of these,Cannot be determined,423.33 tons,All of these,C
6818,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the percentage growth in Corn production from 2020 to 2022?,Cannot be determined,None of these,16.67%,All of these,C
6819,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the total production of all crops in 2020?,None of these,Cannot be determined,1200 tons,All of these,C
6820,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the ratio of Rice to Wheat production in 2022?,All of these,None of these,Cannot be determined,4 : 3,D
6821,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,By how much did Rice production exceed Corn in 2021?,230 tons,None of these,Cannot be determined,All of these,A
6822,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,Which crop showed the highest percentage growth from 2020 to 2021?,All of these,Cannot be determined,None of these,Rice,D
6823,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the combined production of Wheat and Corn in 2022?,800 tons,None of these,Cannot be determined,All of these,A
6824,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,Which year had the highest total production?,"2022 **Bar Graph 2: Monthly Website Traffic (in thousands) for Two Sites (Jan–Mar)** - Jan: Site A (100), Site B (80) - Feb: Site A (120), Site B (90) - Mar: Site A (150), Site B (100)",Cannot be determined,All of these,None of these,A
6825,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the total traffic for Site A over the three months?,None of these,"370,000 visitors",Cannot be determined,All of these,B
6826,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,Which site had higher traffic in March?,Cannot be determined,None of these,All of these,Site A,D
6827,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the average monthly traffic for Site B?,None of these,Cannot be determined,All of these,"90,000 visitors",D
6828,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the percentage growth in Site A’s traffic from Jan to Feb?,20%,None of these,Cannot be determined,All of these,A
6829,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the total traffic for both sites in Feb?,Cannot be determined,None of these,All of these,"210,000 visitors",D
6830,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the ratio of Site A to Site B traffic in Mar?,Cannot be determined,All of these,3 : 2,None of these,C
6831,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,By how much did Site A’s traffic exceed Site B’s in Jan?,Cannot be determined,"20,000 visitors",All of these,None of these,B
6832,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,Which site showed higher percentage growth from Jan to Mar?,Site A,Cannot be determined,All of these,None of these,A
6833,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the combined traffic of both sites in Jan?,Cannot be determined,"180,000 visitors",None of these,All of these,B
6834,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,Which month had the highest total traffic?,March ## Pie Chart-Based Questions (41–60) **Pie Chart 1: Market Share of Five Smartphone Brands (Total: 1000 units)** - Brand A: 30% - Brand B: 25% - Brand C: 20% - Brand D: 15% - Brand E: 10%,None of these,Cannot be determined,All of these,A
6835,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,How many units did Brand A sell?,None of these,All of these,Cannot be determined,300 units,D
6836,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the combined market share of Brands B and C?,None of these,All of these,45%,Cannot be determined,C
6837,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,How many more units did Brand A sell than Brand D?,All of these,Cannot be determined,None of these,150 units,D
6838,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the ratio of Brand C to Brand E units sold?,2 : 1,None of these,All of these,Cannot be determined,A
6839,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,"What is the total number of units sold by Brands A, B, and C?",750 units,All of these,Cannot be determined,None of these,A
6840,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,Which brand has the smallest market share?,Brand E,Cannot be determined,None of these,All of these,A
6841,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the percentage of Brand B’s units relative to total units?,25%,Cannot be determined,None of these,All of these,A
6842,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,How many units did Brand D sell?,Cannot be determined,All of these,None of these,150 units,D
6843,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the difference in units sold between Brands A and E?,Cannot be determined,200 units,All of these,None of these,B
6844,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,"If Brand A’s sales increased by 10%, how many units would it sell?",None of these,All of these,Cannot be determined,330 units **Pie Chart 2: Expenditure of a Family (Total: $5000)** - Food: 35% - Rent: 30% - Education: 20% - Transport: 10% - Savings: 5%,D
6845,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,How much is spent on Food?,None of these,$1750,All of these,Cannot be determined,B
6846,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the combined expenditure on Rent and Education?,All of these,None of these,Cannot be determined,$2500,D
6847,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,How much more is spent on Food than on Transport?,Cannot be determined,All of these,$1250,None of these,C
6848,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the ratio of Education to Savings expenditure?,All of these,Cannot be determined,None of these,4 : 1,D
6849,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,"What is the total expenditure on Food, Rent, and Transport?",Cannot be determined,$3750,None of these,All of these,B
6850,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,Which category has the least expenditure?,Savings,All of these,Cannot be determined,None of these,A
6851,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What percentage of expenditure is on Rent?,None of these,All of these,30%,Cannot be determined,C
6852,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,How much is spent on Savings?,All of these,Cannot be determined,$250,None of these,C
6853,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the difference between Food and Education expenditure?,All of these,None of these,Cannot be determined,$750,D
6854,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,"If Transport expenditure increased by 20%, what would be the new amount?",Cannot be determined,All of these,"$600 ## Line Graph-Based Questions (61–80) **Line Graph 1: Monthly Sales (in units) of Two Products (Jan–Jun)** - Jan: P1 (200), P2 (150) - Feb: P1 (220), P2 (160) - Mar: P1 (250), P2 (180) - Apr: P1 (270), P2 (200) - May: P1 (300), P2 (220) - Jun: P1 (320), P2 (240)",None of these,C
6855,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the total sales of P1 over the six months?,Cannot be determined,None of these,1560 units,All of these,C
6856,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,Which product had higher sales in April?,P1,Cannot be determined,All of these,None of these,A
6857,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the average monthly sales of P2?,All of these,Cannot be determined,None of these,191.67 units,D
6858,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the percentage growth in P1 sales from Feb to Mar?,All of these,None of these,13.64%,Cannot be determined,C
6859,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the total sales of both products in May?,All of these,None of these,520 units,Cannot be determined,C
6860,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the ratio of P1 to P2 sales in Jun?,4 : 3,Cannot be determined,None of these,All of these,A
6861,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,By how many units did P1 sales exceed P2 in Mar?,Cannot be determined,70 units,None of these,All of these,B
6862,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,Which product showed higher percentage growth from Jan to Jun?,None of these,Cannot be determined,All of these,Both P1 and P2,D
6863,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the combined sales of both products in Jan?,Cannot be determined,None of these,All of these,350 units,D
6864,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the total profit in 2023?,None of these,All of these,"$285,000",Cannot be determined,C
6865,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,Which quarter had the highest profit in 2023?,Cannot be determined,Q4,None of these,All of these,B
6866,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the average quarterly profit in 2022?,All of these,"$65,000",None of these,Cannot be determined,B
6867,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the percentage growth in profit from Q1 to Q2 in 2023?,Cannot be determined,None of these,All of these,18.18%,D
6868,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the total profit in Q3 across both years?,None of these,Cannot be determined,"$145,000",All of these,C
6869,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the ratio of profit in Q2 (2022) to Q2 (2023)?,None of these,Cannot be determined,12 : 13,All of these,C
6870,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,By how much did profit increase from Q4 2022 to Q4 2023?,None of these,"$10,000",Cannot be determined,All of these,B
6871,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,Which year had higher total profit?,2023,Cannot be determined,None of these,All of these,A
6872,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the combined profit in Q1 and Q2 of 2023?,"$120,000",Cannot be determined,All of these,None of these,A
6873,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,Which quarter showed the highest percentage growth from 2022 to 2023?,"Q4 ## Caselet-Based Questions (81–100) **Caselet 1: A Company Sells Three Products** - Product X: 500 units at $10/unit, 20% discount - Product Y: 400 units at $15/unit, 10% discount - Product Z: 300 units at $20/unit, no discount",None of these,Cannot be determined,All of these,A
6874,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the revenue from Product X after discount?,All of these,$4000,Cannot be determined,None of these,B
6875,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the revenue from Product Y after discount?,$5400,Cannot be determined,None of these,All of these,A
6876,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the revenue from Product Z?,Cannot be determined,$6000,All of these,None of these,B
6877,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the total revenue from all products?,Cannot be determined,"$15,400",All of these,None of these,B
6878,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,Which product generated the highest revenue?,Cannot be determined,None of these,All of these,Product Z,D
6879,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the average price per unit sold after discounts?,All of these,None of these,Cannot be determined,$12.83/unit,D
